id;title;author;year;type;publisher;artist;quality;price;location;genre;weight;pages;isbn;description;image;notes;user_id
1767;Betaworks 2015;Borthwick, John;2015;Softcover;Betaworks;Various;Like New;0;Aaron & Tina's;Promotional, Compilation;1.5;188;N;NULL;1767;NULL;2
1768;Fishwrap 3;Art Center College of Design;2003;Softcover with jacket;Art Center College of Design;Various;Like New;50;Aaron & Tina's;Illustration, Graphic Design, Publication, Edition, Collection;0.8;128;N;NULL;1768;NULL;2
1769;Fishwrap 5;Art Center College of Design;2007;Hardcover with jacket, Poster;Art Center College of Design;Various;Good;0;Aaron & Tina's;Illustration, Graphic Design, Publication, Edition, Collection;0.9;128;N;NULL;1769;NULL;2
1770;Eleanor;Callahan, Harry;1984;Paperback;Friends of Photography / Callaway Editions;Callahan, Harry;Good;100;Aaron & Tina's;Photography, Exhibition;0.5;60;N;Harry Callahan taught at the New Bauhaus, later renamed Institute of Design, Chicago, from 1946 to 1961 and applied the experimental impulse of its pedagogy to his own photographic process. Turning his camera on his wife, Eleanor, he investigated a number of technically challenging approaches, including double exposures created by rewinding the film in camera. Callahan often combined tightly framed or cropped images with high contrast, reducing Eleanor’s image or figure to a study of abstract forms in light or shadow.;1770;NULL;2
102;Alistair Cooke's America;Cooke, Alistair;1975;Hardcover, missing jacket;Knopf;NULL;Used, Fair ;40;Sycamore: Bottom;History;NULL;NULL;N;NULL;102;NULL;2
103;Gnomes;Huygen, Wil;1977;Hardcover w/ jacket;Harry N Abrams;Poortvlie, Rien;Good ;60;Sycamore: 3rd, Right;Art;NULL;NULL;N;NULL;103;First Edition.;2
1771;Karl Lagerfeld: A Line of Beauty;Various;2023;Hardcover;Metropolitan Museum of Art;Lagerfeld, Karl;Like New;40;Aaron & Tina's;Fashion Design, Collections, Monograph, Exhibitions ;5;436;9;A compelling look at the aesthetic and historical significance of Lagerfeld’s work—from his elegantly tailored pieces for Chanel to the witty, playful ensembles that came to define the Lagerfeld brand;1771;NULL;2
1772;The Death-Ray;Clowes, Daniel;2011;Hardcover;Drawn and Quarterly;Clowes, Daniel;Good but damaged;0;Aaron & Tina's;Graphic Novel, Mystery, Thriller;1;52;9;Teen outcast Andy is an orphaned nobody with only one friend, the obnoxious―but loyal―Louie. They roam school halls and city streets, invisible to everyone but bullies and tormentors, until the glorious day when Andy takes his first puff on a cigarette. That night he wakes, heart pounding, soaked in sweat, and finds himself suddenly overcome with the peculiar notion that he can do anything. Indeed, he can, and as he learns the extent of his new powers, he discovers a terrible and seductive gadget―a hideous compliment to his seething rage―that forever changes everything.;1772;First edition. Given to Aaron from Josh for Christmas. Cat has chewed on the top-right corner. ;2
1777;Mixed Bag: Artifacts from the Contemporary Culture;Hutchinson, Hele D.;1970;Hardcover;Scott, Foresman and Company;Various;Good;50;Aaron & Tina's;Compilation, Culture;1.5;316;9;A collection of provocative writings (essays, stories, poetry, cartoons, art, graffiti, song lyrics, etc.) reflecting culture of the period (pre-1970) intended to inspire strong feelings and discussion.;1777;First edition.;2
1781;The Burning Mountain: A Novel of the Invasion of Japan;Coppel, Alfred;1983;Hardcover with jacket;Harcourt;N/A;Good, Used;5;George & Patty;Fiction, Novel;1.06;438;9;This theoretical story of historical possibility, based on actual World War II plans of both nations, revolves around the United States invasion of Japan;1781;Clipped jacket, dirty pages. ;2
1782;The Book of Trees;Grimm, William Carey;1961;Hardcover with jacket;Stackpole Company;Grimm, William Carey;Used;5;Aaron & Tina's;Nature, Science, Illustration;2.15;363;N; The book is intended as a guide to identification of trees commonly found within the United States. A little too large to be considered a field guide, but it serves that function. A rather rare book.;1782;Jacket clipped;2
1785;The Elements of Style;"Strunk Jr., William\\; E. B. White";1959;Hardcover with jacket;Macmillan;N/A;Good;400;Aaron & Tina's;Grammar Reference, Writing;0.7;71;N;"The Elements of Style is a style guide to writing American English, published in numerous editions. The original was written by William Strunk Jr. in 1918, and published by Harcourt in 1920, comprising eight \"elementary rules of usage,\" ten \"elementary principles of composition,\" \"a few matters of form,\" a list of 49 \"words and expressions commonly misused,\" and a list of 57 \"words often misspelled.\" Writer and editor E. B. White greatly enlarged and revised the book for publication by Macmillan in 1959. That was the first edition of the so-called Strunk & White, which Time recognized in 2011 as one of the 100 best and most influential books written in English since 1923. The 1959 edition features White's expansions of preliminary sections, the \"Introduction\" essay (derived from his magazine story about Strunk), and the concluding chapter, \"An Approach to Style,\" a broader, prescriptive guide to writing in English.";1785;First expanded edition.;2
1786;Breakfast of Champions;Vonnegut, Kurt;1973;Paperback;Delta Book (Dell);Vonnegut, Kurt;Used;15;Aaron & Tina's;Fiction, Novel;0.8;295;N;"Breakfast of Champions (1973) provides frantic, scattershot satire and a collage of Vonnegut's obsessions. His recurring cast of characters and American landscape was perhaps the most controversial of his canon\\; it was felt by many at the time to be a disappointing successor to Slaughterhouse-Five, which had made Vonnegut's literary reputation.  The core of the novel is Kilgore Trout, a familiar character very deliberately modeled on the science fiction writer Theodore Sturgeon (1918-1985), a fact that Vonnegut conceded frequently in interviews and that was based upon his own occasional relationship with Sturgeon. Here Kilgore Trout is an itinerant wandering from one science fiction convention to another\\; he intersects with the protagonist, Dwayne Hoover (one of Vonnegut's typically boosterish, lost, and stupid mid-American characters), and their intersection is the excuse for the evocation of many others, familiar and unfamiliar, dredged from Vonnegut's gallery. The central issue is concerned with intersecting and apposite views of reality, and much of the narrative is filtered through Trout, who is neither certifiably insane nor a visionary writer but can pass for either depending upon Dwayne Hoover's (and Vonnegut's) view of the situation.  America, when this novel was published, was in the throes of Nixon, Watergate, and the unraveling of our intervention in Vietnam\\; the nation was beginning to fragment ideologically and geographically, and Vonnegut sought to cram all of this dysfunction (and a goofy, desperate kind of hope, the irrational comfort given through the genre of science fiction) into a sprawling narrative whose sense, if any, is situational, not conceptual. Reviews were polarized\\; the novel was celebrated for its bizarre aspects and became the basis of a Bruce Willis movie adaptation whose reviews were not nearly so polarized. (Most critics hated it.)";1786;First edition.;2
1787;Peter Abelard;Waddell, Helen;1971;NULL;Viking Press;Matulay, Laszlo;NULL;10;George & Patty;Biography;0.9;277;N;Peter Abelard is Waddell's evocation of medieval Paris, and gripping account of this tragic love story, set amidst theological disputations. This historical novel was first published in 1933. It was critically well received then and became an instant bestseller.;1787;"\"Joan Kapor\" written inside in ink.";2
1788;The Foxfire Book;Wigginton, Eliot;1972;Paperback;Anchor Books;N/A;Used;20;Aaron & Tina's;Guide, Reference, Outdoors, Camping;1.4;384;N;"The \"Foxfire\" books began as a student-produced magazine in 1966 that contains stories and interviews from elders in their rural Southern Appalachian community.  The books are anthology collections of material from The Foxfire Magazine, edited and published by Eliot Wigginton.";1788;NULL;2
1789;Apes, Angels, & Victorians: The Story of Darwin, Huxley, and Evolution;Irvine, William;1963;Paperback;Time Inc.;Rosenblum, Richard;Good;5;George & Patty;Science, Essays, Reference;1.18;494;N;1963 Time Reading Program Special Edition trade paperback. William Irvine (Essays, Chiefly on Chemical Subjects). The relationship between the two men who helped introduce the world to the theory of evolution.;1789;NULL;2
1790;America's Camping Book;Cardwell, Paul;1976;Hardcover with jacket;Scribner;N/A;Used;20;George & Patty;Guide, Reference, Outdoors, Camping;3;591;9;The most enjoyable, efficient and safe way to camp, whether you are backpacking or going by horse, bicycle, trail scooter, snowmobile, canoe. kayak, boat, automobile, camping machine or trailer.;1790;"\"LUKE XMAS CHEERS! KIT 1979\" written inside. Jacket clipped. G.L.K. stamp inside. ";2
